Suburb,Rooms,Type,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Day,Month,Year,Price_ln
Bentleigh,4,h,S,Gary,11.4,3204.0,4.0,2.0,2.0,603.0,148.0,1920.0,Glen Eira,-37.91655,145.02448,Southern Metropolitan,6795.0,27,5,2017,14.206876741692938
Bentleigh,3,h,S,Woodards,11.4,3204.0,3.0,1.0,2.0,383.0,144.22205145826868,1970.0,Glen Eira,-37.91916,145.04986,Southern Metropolitan,6795.0,27,5,2017,13.996998434009651
Bentleigh,4,h,PI,hockingstuart,11.4,3204.0,4.0,3.0,2.0,557.0,144.22205145826868,1950.0,Glen Eira,-37.91389,145.02804,Southern Metropolitan,6795.0,27,5,2017,14.115615150414612
Bentleigh East,3,h,S,hockingstuart,13.8,3165.0,3.0,2.0,1.0,260.0,144.22205145826868,1970.0,Glen Eira,-37.92188,145.07266,Southern Metropolitan,10969.0,27,5,2017,13.698976741708323
Bentleigh East,4,h,S,hockingstuart,13.8,3165.0,4.0,2.0,5.0,612.0,363.0,2003.0,Glen Eira,-37.9143,145.06582,Southern Metropolitan,10969.0,27,5,2017,14.319311566793301
Bentleigh East,3,h,S,Buxton,13.8,3165.0,3.0,2.0,2.0,614.0,197.0,1950.0,Glen Eira,-37.91068,145.06802,Southern Metropolitan,10969.0,27,5,2017,14.17318500223609
Bentleigh East,3,t,S,hockingstuart,13.8,3165.0,3.0,2.0,2.0,225.0,144.22205145826868,1970.0,Glen Eira,-37.91425,145.08376,Southern Metropolitan,10969.0,27,5,2017,13.769466619462868
Berwick,4,h,S,C21,35.2,3806.0,4.0,2.0,2.0,792.0,180.0,1977.0,Casey,-38.03296,145.33438999999996,Eastern Victoria,17093.0,27,5,2017,13.410545324897761
Berwick,4,h,S,Harcourts,35.2,3806.0,4.0,2.0,2.0,796.0,144.22205145826868,2004.0,Casey,-38.06022,145.35044,Eastern Victoria,17093.0,27,5,2017,13.514405465180353
Black Rock,3,u,S,Buxton,17.3,3193.0,3.0,2.0,2.0,328.0,144.0,1980.0,Bayside,-37.97359,145.0214,Southern Metropolitan,2866.0,27,5,2017,13.892471599100402
Black Rock,2,u,SA,Buxton,17.3,3193.0,2.0,1.0,1.0,159.0,144.22205145826868,1970.0,Bayside,-37.97363,145.02302,Southern Metropolitan,2866.0,27,5,2017,13.343104044102228
Blackburn South,4,h,S,Ray,13.4,3130.0,4.0,1.0,2.0,769.0,144.22205145826868,1970.0,Whitehorse,-37.83998,145.15198,Eastern Metropolitan,4387.0,27,5,2017,14.045033716242523
Briar Hill,3,h,S,Barry,16.1,3088.0,3.0,1.0,2.0,392.0,144.22205145826868,1970.0,Banyule,-37.70433,145.12184,Eastern Metropolitan,1390.0,27,5,2017,13.287877815881902
Brighton,3,t,VB,Chisholm,10.5,3186.0,3.0,2.0,4.0,0.0,144.22205145826868,1970.0,Bayside,-37.89168,144.99161999999995,Southern Metropolitan,10579.0,27,5,2017,14.28551418721001
Brighton,3,h,S,RT,10.5,3186.0,3.0,2.0,1.0,343.0,144.22205145826868,1970.0,Bayside,-37.88623,144.99858,Southern Metropolitan,10579.0,27,5,2017,14.006957022535229
Brighton,4,h,S,Biggin,10.5,3186.0,4.0,3.0,3.0,803.0,144.22205145826868,1970.0,Bayside,-37.9146,145.00535,Southern Metropolitan,10579.0,27,5,2017,14.98644350821201
Brighton,4,h,PI,C21,10.5,3186.0,4.0,3.0,2.0,373.0,144.22205145826868,1970.0,Bayside,-37.92465,144.9992,Southern Metropolitan,10579.0,27,5,2017,14.684709682304579
Brighton,3,u,S,Hodges,10.5,3186.0,3.0,1.0,2.0,0.0,144.22205145826868,1970.0,Bayside,-37.90899,145.00046,Southern Metropolitan,10579.0,27,5,2017,14.130321297804308
Brighton East,3,h,S,Purplebricks,10.3,3187.0,3.0,4.0,2.0,424.0,201.0,2012.0,Bayside,-37.92988,145.01085,Southern Metropolitan,6938.0,27,5,2017,14.375583384298878
Brighton East,4,h,VB,Biggin,10.3,3187.0,4.0,3.0,2.0,592.0,144.22205145826868,1970.0,Bayside,-37.92173,145.01436,Southern Metropolitan,6938.0,27,5,2017,14.648419680899378
Brighton East,4,h,S,Buxton,10.3,3187.0,4.0,1.0,2.0,606.0,163.0,1948.0,Bayside,-37.91684,145.01727,Southern Metropolitan,6938.0,27,5,2017,14.288634314546254
Brighton East,2,h,SP,Buxton,10.3,3187.0,2.0,1.0,1.0,542.0,65.0,1985.0,Bayside,-37.91704,145.01846,Southern Metropolitan,6938.0,27,5,2017,13.849911984681606
Broadmeadows,3,h,SP,YPA,14.0,3047.0,3.0,1.0,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294.0,27,5,2017,13.132313708257497
Brooklyn,3,t,S,Jas,6.4,3012.0,3.0,2.0,2.0,244.0,129.0,2010.0,Hobsons Bay,-37.82017000000001,144.84904,Western Metropolitan,962.0,27,5,2017,13.404530269168
Brunswick,2,h,PI,Walshe,5.2,3056.0,2.0,1.0,1.0,245.0,106.0,1890.0,Moreland,-37.77111,144.96427,Northern Metropolitan,11918.0,27,5,2017,13.664687668229691
Brunswick,3,h,S,Jellis,5.2,3056.0,3.0,1.0,1.0,349.0,144.22205145826868,1970.0,Moreland,-37.7744,144.96753,Northern Metropolitan,11918.0,27,5,2017,14.224303456165114
Brunswick,3,h,VB,Nelson,5.2,3056.0,3.0,2.0,0.0,200.0,144.22205145826868,1970.0,Moreland,-37.77494,144.9697,Northern Metropolitan,11918.0,27,5,2017,14.346138809026444
Brunswick,3,h,S,Ray,5.2,3056.0,3.0,1.0,1.0,439.0,144.22205145826868,1970.0,Moreland,-37.77047,144.97005,Northern Metropolitan,11918.0,27,5,2017,14.0623706358958
Brunswick,2,u,SP,Jellis,5.2,3056.0,2.0,1.0,0.0,0.0,144.22205145826868,1970.0,Moreland,-37.76162,144.9608,Northern Metropolitan,11918.0,27,5,2017,13.534473028231162
Brunswick,5,h,S,Jellis,5.2,3056.0,5.0,3.0,4.0,957.0,320.0,1995.0,Moreland,-37.77501,144.95117,Northern Metropolitan,11918.0,27,5,2017,14.74964120796676
Brunswick,3,h,SP,Nelson,5.2,3056.0,3.0,2.0,2.0,401.0,167.0,1920.0,Moreland,-37.76491,144.95253,Northern Metropolitan,11918.0,27,5,2017,14.155547860749984
Brunswick,2,u,VB,Nelson,5.2,3056.0,2.0,1.0,1.0,69.0,52.0,1970.0,Moreland,-37.75867,144.95678999999996,Northern Metropolitan,11918.0,27,5,2017,13.038981768465277
Brunswick East,4,h,S,Biggin,4.0,3057.0,4.0,2.0,2.0,425.0,140.0,1920.0,Moreland,-37.76262,144.97733,Northern Metropolitan,5533.0,27,5,2017,14.006130917572923
Brunswick East,3,h,S,Nelson,4.0,3057.0,3.0,1.0,0.0,161.0,144.22205145826868,1970.0,Moreland,-37.77742,144.97388,Northern Metropolitan,5533.0,27,5,2017,14.050582680143757
Brunswick West,3,h,VB,Nelson,5.2,3055.0,3.0,1.0,3.0,484.0,144.22205145826868,1970.0,Moreland,-37.75416,144.94491000000005,Northern Metropolitan,7082.0,27,5,2017,14.077874822431765
Brunswick West,2,u,S,Ray,5.2,3055.0,2.0,1.0,1.0,54.0,60.0,1970.0,Moreland,-37.75948,144.94758000000004,Northern Metropolitan,7082.0,27,5,2017,13.038981768465277
Brunswick West,1,u,S,Frank,5.2,3055.0,1.0,1.0,1.0,41.0,144.22205145826868,1975.0,Moreland,-37.75953,144.94093999999996,Northern Metropolitan,7082.0,27,5,2017,12.480289467028385
Brunswick West,5,h,S,Brad,5.2,3055.0,5.0,1.0,1.0,441.0,202.0,1940.0,Moreland,-37.77242,144.94458,Northern Metropolitan,7082.0,27,5,2017,13.8878312195439
Bulleen,4,t,PI,Barry,10.8,3105.0,4.0,2.0,2.0,189.0,144.22205145826868,2011.0,Manningham,-37.76048,145.08476000000005,Eastern Metropolitan,4480.0,27,5,2017,13.764217263576723
Bulleen,1,h,S,Jellis,10.8,3105.0,1.0,1.0,1.0,604.0,144.22205145826868,1999.0,Manningham,-37.75981,145.08598999999995,Eastern Metropolitan,4480.0,27,5,2017,14.085537695177335
Bundoora,3,h,S,Barry,12.1,3083.0,3.0,1.0,2.0,412.0,144.22205145826868,1970.0,Banyule,-37.6993,145.06193000000005,Northern Metropolitan,10175.0,27,5,2017,13.478638241321722
Bundoora,4,h,PI,Ray,12.1,3083.0,4.0,2.0,2.0,520.0,261.0,2004.0,Whittlesea,-37.68155,145.04945,Northern Metropolitan,10175.0,27,5,2017,13.687677186454389
Bundoora,3,h,S,Barry,12.1,3083.0,3.0,2.0,2.0,639.0,634.0,1970.0,Whittlesea,-37.69353,145.06008,Northern Metropolitan,10175.0,27,5,2017,14.155547860749984
Burnley,3,h,S,Jellis,2.4,3121.0,3.0,2.0,1.0,93.0,164.0,2014.0,Yarra,-37.82921,145.00826,Northern Metropolitan,438.0,27,5,2017,14.423916510069128
Burnside Heights,3,h,S,Barry,14.8,3023.0,4.0,2.0,2.0,480.0,195.0,2007.0,Melton,-37.73321,144.75752,Western Metropolitan,1686.0,27,5,2017,13.292949677979863
Burwood,3,h,S,Ray,10.4,3125.0,3.0,1.0,0.0,646.0,144.22205145826868,1970.0,Whitehorse,-37.85049,145.11687,Southern Metropolitan,5678.0,27,5,2017,14.364787368104517
Burwood,3,h,S,Buxton,10.4,3125.0,3.0,1.0,1.0,583.0,144.22205145826868,1970.0,Whitehorse,-37.85475,145.12321,Southern Metropolitan,5678.0,27,5,2017,14.041450196580485
Burwood,7,h,S,Buxton,10.4,3125.0,7.0,4.0,2.0,765.0,146.0,1950.0,Whitehorse,-37.85103,145.11231999999995,Southern Metropolitan,5678.0,27,5,2017,14.31142556899451
Burwood,2,t,S,Noel,10.4,3125.0,2.0,1.0,1.0,148.0,144.22205145826868,1970.0,Whitehorse,-37.84743,145.09657,Southern Metropolitan,5678.0,27,5,2017,13.458835614025542
Burwood East,3,t,PI,Ray,14.7,3151.0,3.0,2.0,2.0,306.0,138.0,1999.0,Whitehorse,-37.85473,145.1521,Eastern Metropolitan,4048.0,27,5,2017,13.567049198665774
Cairnlea,4,h,S,YPA,14.8,3023.0,4.0,2.0,2.0,595.0,144.22205145826868,1970.0,Brimbank,-37.76203,144.77764,Western Metropolitan,2674.0,27,5,2017,13.487006490992238
Camberwell,3,h,S,Buxton,7.7,3124.0,3.0,2.0,2.0,446.0,144.22205145826868,1970.0,Boroondara,-37.84473,145.09218,Southern Metropolitan,8920.0,27,5,2017,14.299170513657495
Camberwell,3,h,VB,Jellis,7.7,3124.0,3.0,2.0,2.0,321.0,195.0964,1997.0,Boroondara,-37.84627,145.08366,Southern Metropolitan,8920.0,27,5,2017,14.070152776337855
Canterbury,3,h,S,Marshall,8.4,3126.0,3.0,2.0,1.0,359.0,119.0,1910.0,Boroondara,-37.8279,145.07403,Southern Metropolitan,3265.0,27,5,2017,14.473030560881067
Canterbury,4,h,S,Jellis,8.4,3126.0,4.0,2.0,2.0,654.0,221.0,1945.0,Boroondara,-37.83208,145.07533,Southern Metropolitan,3265.0,27,5,2017,14.694307085410848
Canterbury,4,h,S,Kay,8.4,3126.0,4.0,3.0,2.0,967.0,470.0,1996.0,Boroondara,-37.81792,145.06243999999995,Southern Metropolitan,3265.0,27,5,2017,15.373655176010823
Canterbury,2,u,PI,Jellis,8.4,3126.0,2.0,1.0,1.0,2207.0,144.22205145826868,1970.0,Boroondara,-37.83201,145.08163000000005,Southern Metropolitan,3265.0,27,5,2017,13.37700559577791
Carlton,2,u,VB,Jellis,1.6,3053.0,2.0,2.0,2.0,0.0,144.22205145826868,2008.0,Melbourne,-37.80279,144.96442,Northern Metropolitan,6786.0,27,5,2017,13.9108207377686
Carlton North,3,h,S,Nelson,3.5,3054.0,3.0,1.0,0.0,216.0,144.22205145826868,1970.0,Yarra,-37.78026,144.97554,Northern Metropolitan,3106.0,27,5,2017,14.302862825544622
Carnegie,3,u,S,hockingstuart,10.1,3163.0,3.0,2.0,2.0,0.0,122.0,2008.0,Glen Eira,-37.89622,145.06032,Southern Metropolitan,7822.0,27,5,2017,13.85665250129545
Carnegie,3,h,VB,Gary,10.1,3163.0,3.0,2.0,2.0,621.0,167.0,1940.0,Glen Eira,-37.90262,145.05709,Southern Metropolitan,7822.0,27,5,2017,14.187074114396758
Carrum Downs,4,h,S,Harcourts,34.9,3201.0,4.0,2.0,2.0,550.0,172.0,2010.0,Frankston,-38.08981,145.17353,South-Eastern Metropolitan,8060.0,27,5,2017,13.17115354157376
Caulfield,2,u,S,hockingstuart,8.7,3162.0,2.0,1.0,1.0,601.0,65.0,1970.0,Glen Eira,-37.88524,145.02398,Southern Metropolitan,2379.0,27,5,2017,13.253391639810733
Caulfield East,2,u,VB,Thomson,8.4,3145.0,2.0,1.0,1.0,1961.0,144.22205145826868,1960.0,Glen Eira,-37.88299,145.04711,Southern Metropolitan,608.0,27,5,2017,12.611537753638338
Caulfield North,2,h,S,Marshall,7.8,3161.0,2.0,1.0,2.0,307.0,103.0,1900.0,Glen Eira,-37.86906,145.01986000000005,Southern Metropolitan,6923.0,27,5,2017,14.164405314584045
Caulfield South,4,h,S,hockingstuart,8.7,3162.0,4.0,1.0,2.0,584.0,144.22205145826868,1970.0,Glen Eira,-37.89694,145.02176,Southern Metropolitan,5051.0,27,5,2017,14.253765488895429
Chadstone,2,h,PI,Woodards,11.7,3148.0,2.0,1.0,2.0,897.0,66.0,1970.0,Monash,-37.88321,145.09593999999996,Southern Metropolitan,3582.0,27,5,2017,13.142166004700508
Cheltenham,3,h,SA,Hodges,17.9,3192.0,3.0,1.0,2.0,532.0,144.22205145826868,1970.0,Kingston,-37.95746,145.06706,Southern Metropolitan,9758.0,27,5,2017,13.825460888817442
Cheltenham,2,u,S,Buxton,17.9,3192.0,2.0,1.0,1.0,1078.0,94.0,1972.0,Kingston,-37.95745,145.07218999999995,Southern Metropolitan,9758.0,27,5,2017,13.306350213517344
Cheltenham,3,h,S,Buxton,17.9,3192.0,3.0,1.0,2.0,584.0,112.0,1950.0,Kingston,-37.96911,145.07271,Southern Metropolitan,9758.0,27,5,2017,13.950915194970477
Cheltenham,3,h,SP,Ray,17.9,3192.0,3.0,1.0,2.0,350.0,144.22205145826868,1970.0,Kingston,-37.95342,145.06026,Southern Metropolitan,9758.0,27,5,2017,13.534473028231162
Chirnside Park,4,h,SP,Hoskins,27.1,3116.0,4.0,2.0,3.0,734.0,222.0,1996.0,Yarra Ranges,-37.76032,145.30299,Eastern Victoria,3789.0,27,5,2017,13.723375532019588
Clayton,4,h,S,Buxton,16.7,3168.0,4.0,2.0,2.0,735.0,130.0,1970.0,Monash,-37.92374,145.13222,South-Eastern Metropolitan,5837.0,27,5,2017,13.854731271117556
Clayton South,3,u,SP,hockingstuart,17.5,3169.0,3.0,2.0,2.0,363.0,144.22205145826868,2006.0,Kingston,-37.93296,145.12663999999995,South-Eastern Metropolitan,4734.0,27,5,2017,13.458835614025542
Clifton Hill,3,h,S,Nelson,3.6,3068.0,3.0,1.0,0.0,192.0,85.0,1900.0,Yarra,-37.78992,144.99845,Northern Metropolitan,2954.0,27,5,2017,14.19394699368452
Clifton Hill,2,u,S,Nelson,3.6,3068.0,2.0,1.0,0.0,0.0,144.22205145826868,1968.0,Yarra,-37.78745,145.00061000000005,Northern Metropolitan,2954.0,27,5,2017,13.228523573232719
Coburg,5,h,S,Nelson,6.7,3058.0,5.0,2.0,3.0,630.0,144.22205145826868,1970.0,Moreland,-37.7532,144.97114,Northern Metropolitan,11204.0,27,5,2017,14.294845514638894
Coburg,3,h,S,Nelson,6.7,3058.0,3.0,2.0,1.0,512.0,144.22205145826868,1970.0,Moreland,-37.75236,144.97587,Northern Metropolitan,11204.0,27,5,2017,13.901688254205327
Coburg North,3,h,S,Ray,6.7,3058.0,3.0,2.0,2.0,677.0,110.0,1960.0,Moreland,-37.72361,144.9837,Northern Metropolitan,3445.0,27,5,2017,13.670484785914017
Coburg North,2,t,VB,Raine,6.7,3058.0,2.0,2.0,1.0,143.0,102.0,1970.0,Moreland,-37.72037,144.97023000000004,Northern Metropolitan,3445.0,27,5,2017,13.17115354157376
Collingwood,2,h,S,Kay,2.0,3066.0,2.0,1.0,0.0,144.0,80.0,1880.0,Yarra,-37.80298,144.98894,Northern Metropolitan,4553.0,27,5,2017,13.94214320889764
Collingwood,2,h,VB,Jellis,2.0,3066.0,2.0,1.0,0.0,139.0,78.0,1890.0,Yarra,-37.79812,144.98873,Northern Metropolitan,4553.0,27,5,2017,13.710150042306449
Craigieburn,2,t,S,Ray,20.6,3064.0,2.0,1.0,1.0,197.0,144.22205145826868,1970.0,Hume,-37.57886,144.90816999999996,Northern Metropolitan,15510.0,27,5,2017,12.736700896592344
Craigieburn,3,h,S,@Realty,20.6,3064.0,3.0,2.0,0.0,598.0,158.0,1990.0,Hume,-37.5993,144.93867,Northern Metropolitan,15510.0,27,5,2017,13.120361374733656
Craigieburn,6,h,S,Raine,20.6,3064.0,6.0,2.0,2.0,655.0,202.0,1997.0,Hume,-37.59052,144.93066000000005,Northern Metropolitan,15510.0,27,5,2017,13.134291948269603
Craigieburn,3,h,S,Ray,20.6,3064.0,3.0,2.0,1.0,280.0,127.0,2010.0,Hume,-37.57056,144.91751000000005,Northern Metropolitan,15510.0,27,5,2017,12.971540487669746
Craigieburn,3,t,S,Ray,20.6,3064.0,3.0,2.0,2.0,219.0,175.0,2010.0,Hume,-37.57243,144.92663000000005,Northern Metropolitan,15510.0,27,5,2017,12.948009990259552
Cremorne,2,u,S,Biggin,2.4,3121.0,2.0,2.0,1.0,0.0,75.0,2007.0,Yarra,-37.83011,144.99043999999995,Northern Metropolitan,1123.0,27,5,2017,13.253391639810733
Cremorne,2,h,S,Biggin,2.4,3121.0,2.0,1.0,2.0,155.0,144.22205145826868,1900.0,Yarra,-37.82653,144.98945,Northern Metropolitan,1123.0,27,5,2017,14.041051233878205
Croydon,4,h,S,Ray,23.0,3136.0,4.0,2.0,3.0,879.0,144.22205145826868,1970.0,Maroondah,-37.79079,145.30208000000005,Eastern Metropolitan,11925.0,27,5,2017,13.487006490992238
Croydon,3,h,S,Philip,23.0,3136.0,3.0,1.0,2.0,455.0,156.0,1960.0,Maroondah,-37.79318,145.25811000000004,Eastern Metropolitan,11925.0,27,5,2017,13.3645249345543
Croydon Hills,4,h,S,Fletchers,23.0,3136.0,4.0,2.0,2.0,731.0,178.0,1985.0,Maroondah,-37.78021,145.26367,Eastern Metropolitan,1705.0,27,5,2017,13.715690222682063
Croydon North,4,h,SP,Fletchers,23.0,3136.0,4.0,1.0,2.0,1717.0,153.0,1950.0,Maroondah,-37.77595,145.28383,Eastern Metropolitan,2985.0,27,5,2017,13.635187003832993
Croydon South,3,h,SA,Barry,23.0,3136.0,3.0,1.0,2.0,865.0,144.22205145826868,1970.0,Maroondah,-37.81263,145.27588,Eastern Metropolitan,1863.0,27,5,2017,13.592367006650065
Dandenong,3,h,SP,O'Brien,24.7,3175.0,3.0,1.0,1.0,810.0,144.22205145826868,1970.0,Greater Dandenong,-37.97938,145.23035,South-Eastern Metropolitan,10894.0,27,5,2017,13.235692062711331
Dandenong,3,h,PI,Stockdale,24.7,3175.0,3.0,1.0,2.0,540.0,144.22205145826868,1970.0,Greater Dandenong,-37.98914,145.22531,South-Eastern Metropolitan,10894.0,27,5,2017,13.407542319637992
Deer Park,4,h,S,HAR,14.8,3023.0,4.0,2.0,2.0,704.0,144.22205145826868,1970.0,Brimbank,-37.7613,144.75988,Western Metropolitan,6388.0,27,5,2017,13.010313873595706
Deer Park,3,h,S,Stockdale,14.8,3023.0,3.0,1.0,3.0,531.0,144.22205145826868,1970.0,Brimbank,-37.7572,144.76093,Western Metropolitan,6388.0,27,5,2017,13.253391639810733
Derrimut,4,h,S,Bells,14.7,3030.0,4.0,2.0,2.0,528.0,210.0,2010.0,Brimbank,-37.78774,144.76019,Western Metropolitan,2276.0,27,5,2017,13.321214236149494
Diggers Rest,3,h,S,YPA,27.7,3427.0,3.0,1.0,2.0,608.0,144.22205145826868,1970.0,Melton,-37.6204,144.71138,Western Metropolitan,1184.0,27,5,2017,12.983101310070822
Dingley Village,4,h,S,Ray,22.2,3172.0,4.0,2.0,3.0,624.0,277.0,2004.0,Kingston,-37.97533,145.12278,South-Eastern Metropolitan,3940.0,27,5,2017,14.042646130548022
Dingley Village,2,u,S,Ray,22.2,3172.0,2.0,1.0,1.0,2256.0,144.22205145826868,1980.0,Kingston,-37.9811,145.13807,South-Eastern Metropolitan,3940.0,27,5,2017,13.296316684527767
Doncaster,4,h,S,Barry,12.4,3108.0,4.0,2.0,2.0,668.0,144.22205145826868,1970.0,Manningham,-37.78198,145.11876999999996,Eastern Metropolitan,9028.0,27,5,2017,14.295464518063177
Doncaster,3,h,S,Barry,12.4,3108.0,3.0,1.0,1.0,633.0,144.22205145826868,1970.0,Manningham,-37.79094,145.11335,Eastern Metropolitan,9028.0,27,5,2017,13.87377946608825
Doncaster,4,h,S,Barry,12.4,3108.0,4.0,2.0,3.0,733.0,144.22205145826868,1970.0,Manningham,-37.79197,145.14257,Eastern Metropolitan,9028.0,27,5,2017,14.038654109278484
Doncaster East,3,u,S,Fletchers,14.3,3109.0,3.0,2.0,2.0,195.0,142.0,2010.0,Manningham,-37.79979,145.15665,Eastern Metropolitan,10999.0,27,5,2017,13.67739725583464
Doncaster East,3,h,S,Barry,14.3,3109.0,3.0,2.0,2.0,695.0,130.52,1960.0,Manningham,-37.78541,145.15493,Eastern Metropolitan,10999.0,27,5,2017,14.187763531866326
Doncaster East,3,h,S,Noel,14.3,3109.0,3.0,2.0,3.0,654.0,149.0,1966.0,Manningham,-37.78496,145.14659,Eastern Metropolitan,10999.0,27,5,2017,14.141210697603576
Doncaster East,3,h,S,Jellis,14.3,3109.0,3.0,2.0,2.0,402.0,200.0,2007.0,Manningham,-37.79408,145.16352,Eastern Metropolitan,10999.0,27,5,2017,14.122995257712235
Donvale,5,h,S,Barry,16.1,3111.0,5.0,4.0,3.0,4077.0,144.22205145826868,1970.0,Manningham,-37.78182,145.1903,Eastern Metropolitan,4790.0,27,5,2017,14.77868487573728
Edithvale,6,h,S,O'Brien,27.0,3196.0,6.0,4.0,4.0,840.0,547.0,2011.0,Kingston,-38.03548,145.11763,South-Eastern Metropolitan,2546.0,27,5,2017,14.430696197054507
Edithvale,2,u,S,Ray,27.0,3196.0,2.0,1.0,2.0,421.0,88.0,1975.0,Kingston,-38.03093,145.11618,South-Eastern Metropolitan,2546.0,27,5,2017,13.32530422140102
Elsternwick,3,h,S,Biggin,7.2,3185.0,3.0,2.0,1.0,306.0,144.22205145826868,1970.0,Glen Eira,-37.89507,145.00477,Southern Metropolitan,4898.0,27,5,2017,13.87377946608825
Elsternwick,4,t,S,Gary,7.2,3185.0,4.0,2.0,2.0,470.0,144.22205145826868,1970.0,Glen Eira,-37.89359,145.01267,Southern Metropolitan,4898.0,27,5,2017,14.493544100714171
Eltham,6,h,S,Morrison,18.0,3095.0,6.0,3.0,3.0,804.0,214.0,1980.0,Nillumbik,-37.70872,145.16102,Eastern Metropolitan,6990.0,27,5,2017,13.658856747918897
Eltham,3,h,S,Barry,18.0,3095.0,3.0,1.0,1.0,654.0,104.0,1985.0,Nillumbik,-37.73209,145.13845,Eastern Metropolitan,6990.0,27,5,2017,13.658856747918897
Eltham North,4,h,SP,Buckingham,18.0,3095.0,4.0,3.0,2.0,792.0,233.0,1995.0,Nillumbik,-37.68966,145.14649,Eastern Metropolitan,2346.0,27,5,2017,13.704578997256993
Eltham North,4,h,S,Barry,18.0,3095.0,4.0,2.0,2.0,796.0,144.22205145826868,1970.0,Banyule,-37.69771,145.1349,Eastern Metropolitan,2346.0,27,5,2017,13.737549016494562
Elwood,2,u,S,RT,7.2,3184.0,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip,-37.87944,144.99375,Southern Metropolitan,8989.0,27,5,2017,13.71236979904476
Elwood,2,h,S,Chisholm,7.2,3184.0,2.0,1.0,1.0,249.0,117.0,1930.0,Port Phillip,-37.87964,144.9856,Southern Metropolitan,8989.0,27,5,2017,14.15910026235435
Elwood,2,u,S,Chisholm,7.2,3184.0,2.0,1.0,1.0,0.0,144.22205145826868,1970.0,Port Phillip,-37.88945,144.99015,Southern Metropolitan,8989.0,27,5,2017,13.399995114002609
Elwood,3,t,S,hockingstuart,7.2,3184.0,3.0,2.0,2.0,797.0,175.0,1997.0,Port Phillip,-37.8867,144.99141,Southern Metropolitan,8989.0,27,5,2017,14.122995257712235
Epping,3,h,S,Harcourts,19.6,3076.0,3.0,2.0,2.0,553.0,117.0,1975.0,Whittlesea,-37.64463,145.04155,Northern Metropolitan,10926.0,27,5,2017,13.122363377404328
Epping,3,h,S,Love,19.6,3076.0,3.0,2.0,2.0,637.0,125.0,1990.0,Whittlesea,-37.64097,145.05757,Northern Metropolitan,10926.0,27,5,2017,13.258640995696876
Epping,3,u,SP,Iconek,19.6,3076.0,3.0,2.0,1.0,156.0,144.22205145826868,2013.0,Whittlesea,-37.6349,145.04041999999995,Northern Metropolitan,10926.0,27,5,2017,12.849241456283877
Epping,3,h,S,Ray,19.6,3076.0,3.0,2.0,1.0,525.0,125.0,1970.0,Whittlesea,-37.6507,145.04681000000005,Northern Metropolitan,10926.0,27,5,2017,13.176851562688398
Epping,3,h,S,Harcourts,19.6,3076.0,3.0,2.0,1.0,606.0,111.04,2005.0,Whittlesea,-37.62858,145.03735,Northern Metropolitan,10926.0,27,5,2017,13.049792684569493
Epping,4,h,PI,Barry,19.6,3076.0,4.0,2.0,2.0,635.0,157.0,1985.0,Whittlesea,-37.64051,145.05743,Northern Metropolitan,10926.0,27,5,2017,13.208541073645382
Epping,2,h,S,Barry,19.6,3076.0,2.0,1.0,1.0,279.0,144.22205145826868,1970.0,Whittlesea,-37.65791,145.02643,Northern Metropolitan,10926.0,27,5,2017,13.022543042122118
Essendon,2,h,S,Barry,7.5,3040.0,2.0,1.0,6.0,856.0,105.0,1950.0,Moonee Valley,-37.74022,144.89557,Western Metropolitan,9264.0,27,5,2017,14.498607402670718
Essendon,3,t,VB,Nelson,7.5,3040.0,3.0,2.0,1.0,176.0,134.0,2011.0,Moonee Valley,-37.74936,144.89668999999995,Western Metropolitan,9264.0,27,5,2017,13.62918097977278
Essendon,3,h,S,Nelson,7.5,3040.0,3.0,2.0,1.0,173.0,107.0,2007.0,Moonee Valley,-37.75382000000001,144.89167,Western Metropolitan,9264.0,27,5,2017,13.694472229587218
Essendon,1,u,S,Frank,7.5,3040.0,1.0,1.0,1.0,28.0,144.22205145826868,1970.0,Moonee Valley,-37.75209,144.92255,Western Metropolitan,9264.0,27,5,2017,12.542544882151386
Essendon,3,h,PI,Purplebricks,7.5,3040.0,3.0,2.0,2.0,204.0,144.22205145826868,1970.0,Moonee Valley,-37.74487,144.91194,Western Metropolitan,9264.0,27,5,2017,13.652991628466498
Essendon North,2,u,PI,Barry,8.2,3041.0,2.0,1.0,1.0,92.0,63.4,1970.0,Moonee Valley,-37.7388,144.89983999999995,Western Metropolitan,1308.0,27,5,2017,13.005829561148378
Essendon West,3,h,VB,Barry,7.5,3040.0,3.0,3.0,1.0,846.0,187.0,1940.0,Moonee Valley,-37.75228,144.88429,Western Metropolitan,588.0,27,5,2017,13.864300722133706
Fawkner,3,h,S,Stockdale,13.1,3060.0,3.0,2.0,4.0,491.0,144.22205145826868,1970.0,Moreland,-37.69544000000001,144.964,Northern Metropolitan,5070.0,27,5,2017,13.473020249017498
